Mass,WF,PO,RF,Yield,Yield_Err,Pull,PullErr,Bg_Chi2,BgSig_Chi2,ToyBg_Chi2,PVal,epsilon2,upper_Limit,f,Toy_UL,Toy_ULN2,Toy_ULN1,Toy_ULP1,Toy_ULP2
170.25,12,3,100,0.545639,144.403,0.00464719,0.99998,0.465951,0.454046,0.465951,0.267285,1.75818e-05,348.291,0.181401,282.85,167.233,241.575,332.025,486.9
