Mass,WF,PO,RF,Yield,Yield_Err,Pull,PullErr,Bg_Chi2,BgSig_Chi2,ToyBg_Chi2,PVal,epsilon2,upper_Limit,f,Toy_UL,Toy_ULN2,Toy_ULN1,Toy_ULP1,Toy_ULP2
144.75,11,3,100,0.00318626,126.909,0.0053947,1.00817,0.420366,0.532743,0.420366,0.99115,9.6992e-06,121.903,0.195275,248.133,145.75,212.9,291.15,427.6
