Mass,WF,PO,RF,Yield,Yield_Err,Pull,PullErr,Bg_Chi2,BgSig_Chi2,ToyBg_Chi2,PVal,epsilon2,upper_Limit,f,Toy_UL,Toy_ULN2,Toy_ULN1,Toy_ULP1,Toy_ULP2
217.75,12,3,100,-0.37422,49.3184,0.00466216,0.999417,0.0191452,0.0174199,0.0191452,0.678622,5.47725e-05,83.2701,0.155557,96.2958,56.9,82.4286,112.04,163.417
