Mass,WF,PO,RF,Yield,Yield_Err,Pull,PullErr,Bg_Chi2,BgSig_Chi2,ToyBg_Chi2,PVal,epsilon2,upper_Limit,f,Toy_UL,Toy_ULN2,Toy_ULN1,Toy_ULP1,Toy_ULP2
133,9,3,100,-5.05007,74.0819,0.00984608,1.01118,0.0350935,0.0481474,0.0350935,0.154224,0.000105752,186.32,0.201668,134.844,80.9,116.917,154.88,221.4
